v8-version,5,8,283,41,0
timer-event-end,"V8.External",21210276
timer-event-start,"V8.External",21210283
timer-event-end,"V8.External",21210290
timer-event-start,"V8.External",21210301
timer-event-end,"V8.External",21210309
timer-event-start,"V8.External",21210316
timer-event-end,"V8.External",21210323
timer-event-start,"V8.External",21210330
timer-event-end,"V8.External",21210339
timer-event-start,"V8.External",21210346
timer-event-end,"V8.External",21210353
timer-event-start,"V8.External",21210360
timer-event-end,"V8.External",21210367
timer-event-start,"V8.External",21210374
timer-event-end,"V8.External",21210382
timer-event-start,"V8.External",21210388
timer-event-end,"V8.External",21210462
timer-event-start,"V8.External",21210482
timer-event-end,"V8.External",21210494
timer-event-start,"V8.External",21210505
timer-event-end,"V8.External",21210516
tick,0x7fd9f8c492ad,21210531,0,(nil),0,0x1186960,0x3c75da895b69,0x3c75da89422a,0x3c75da892efd,0x3c75da87dcc4,0x3c75da87d321,0x2cfd621690bd,0x3c75da8aa7ad,0x3c75da8488c3,0x3c75da848434,0x3c75da8a9d5e,0x3c75da8aa3a7
timer-event-start,"V8.External",21210549
timer-event-end,"V8.External",21210563
timer-event-start,"V8.External",21210593
timer-event-end,"V8.External",21210615
timer-event-start,"V8.External",21210626
timer-event-end,"V8.External",21210636
timer-event-start,"V8.External",21210644
timer-event-end,"V8.External",21210652
timer-event-start,"V8.External",21210663
tick,0x7fd9f8bd5fe7,21211594,1,0x142eef0,4,0xad0880,0x3c75da896f2f,0x3c75da89464b,0x3c75da892efd,0x3c75da87dcc4,0x3c75da87d321,0x2cfd621690bd,0x3c75da8aa7ad,0x3c75da8488c3,0x3c75da848434,0x3c75da8a9d5e,0x3c75da8aa3a7
tick,0x7fd9f8f2c51b,21212648,1,0x142eef0,4,0xad0880,0x3c75da896f2f,0x3c75da89464b,0x3c75da892efd,0x3c75da87dcc4,0x3c75da87d321,0x2cfd621690bd,0x3c75da8aa7ad,0x3c75da8488c3,0x3c75da848434,0x3c75da8a9d5e,0x3c75da8aa3a7
timer-event-end,"V8.External",21212875
timer-event-start,"V8.External",21213034
timer-event-end,"V8.External",21213052
timer-event-start,"V8.OptimizeCode",21213077
timer-event-start,"V8.RecompileSynchronous",21213461
timer-event-start,"V8.CompileFullCode",21213485
tick,0x12e20c5,21213687,0,0x7fff9f6a75e0,2,0x1125bc0,0x3c75da8b1e22,0x3c75da889042,0x3c75da88617a,0x3c75da899fae,0x3c75da89781a,0x3c75da89464b,0x3c75da892efd,0x3c75da87dcc4,0x3c75da87d321,0x2cfd621690bd,0x3c75da8aa7ad,0x3c75da8488c3,0x3c75da848434,0x3c75da8a9d5e,0x3c75da8aa3a7
timer-event-end,"V8.CompileFullCode",21213735
code-creation,LazyCompile,0,0x3c75da8ba580,2444,"_addListener events.js:232:22",0xe944ee0b0b0,~
timer-event-start,"V8.CompileFullCode",21214314
timer-event-end,"V8.CompileFullCode",21214379
code-creation,LazyCompile,0,0x3c75da8baf20,340,"$getMaxListeners events.js:88:26",0xe944ee0abd0,~
timer-event-start,"V8.CompileFullCode",21214529
timer-event-end,"V8.CompileFullCode",21214566
code-creation,LazyCompile,0,0x3c75da8bb080,204,"get events.js:46:16",0xe944ee0b6a0,~
tick,0xdd7f85,21214762,0,0x3234638,2,0x1125bc0,0x3c75da8b1e22,0x3c75da889042,0x3c75da88617a,0x3c75da899fae,0x3c75da89781a,0x3c75da89464b,0x3c75da892efd,0x3c75da87dcc4,0x3c75da87d321,0x2cfd621690bd,0x3c75da8aa7ad,0x3c75da8488c3,0x3c75da848434,0x3c75da8a9d5e,0x3c75da8aa3a7
timer-event-end,"V8.RecompileSynchronous",21214925
timer-event-end,"V8.OptimizeCode",21214945
timer-event-start,"V8.External",21214973
timer-event-end,"V8.External",21214988
timer-event-start,"V8.RecompileConcurrent",21215003
timer-event-start,"V8.External",21215046
timer-event-end,"V8.External",21215064
timer-event-start,"V8.External",21215116
timer-event-end,"V8.External",21215128
timer-event-start,"V8.External",21215141
timer-event-end,"V8.External",21215148
timer-event-start,"V8.External",21215160
timer-event-end,"V8.External",21215167
timer-event-start,"V8.External",21215218
timer-event-end,"V8.External",21215226
timer-event-start,"V8.External",21215238
timer-event-end,"V8.External",21215258
timer-event-start,"V8.External",21215269
timer-event-end,"V8.External",21215276
timer-event-end,"V8.Execute",21215397
timer-event-start,"V8.Execute",21215412
timer-event-start,"V8.External",21215423
timer-event-end,"V8.External",21215431
timer-event-start,"V8.External",21215443
timer-event-end,"V8.External",21215449
timer-event-start,"V8.External",21215456
timer-event-end,"V8.External",21215462
timer-event-start,"V8.External",21215468
timer-event-end,"V8.External",21215474
timer-event-start,"V8.External",21215480
timer-event-end,"V8.External",21215486
timer-event-start,"V8.External",21215492
timer-event-end,"V8.External",21215497
timer-event-start,"V8.External",21215504
timer-event-end,"V8.External",21215510
timer-event-start,"V8.External",21215516
timer-event-end,"V8.External",21215522
timer-event-start,"V8.External",21215529
timer-event-end,"V8.External",21215534
timer-event-start,"V8.External",21215541
timer-event-end,"V8.External",21215547
timer-event-start,"V8.External",21215554
timer-event-end,"V8.External",21215561
timer-event-start,"V8.External",21215567
timer-event-end,"V8.External",21215573
timer-event-start,"V8.External",21215579
timer-event-end,"V8.External",21215585
timer-event-start,"V8.External",21215612
timer-event-end,"V8.External",21215623
timer-event-start,"V8.External",21215630
timer-event-end,"V8.External",21215636
timer-event-start,"V8.External",21215647
timer-event-end,"V8.External",21215653
timer-event-start,"V8.External",21215666
timer-event-end,"V8.External",21215673
timer-event-end,"V8.Execute",21215681
timer-event-end,"V8.RecompileConcurrent",21218143
tick,0x7fd9f8c53499,22416437,0,(nil),4
timer-event-start,"V8.Execute",22416503
timer-event-start,"V8.RecompileSynchronous",22416556
tick,0xe0590f,22416712,0,0x31b3670,2,0x1168390,0x3c75da89ef08
code-creation,Stub,3,0x3c75da8bb160,2153,"RecordWriteStub"
code-creation,Stub,3,0x3c75da8bb9e0,2219,"RecordWriteStub"
code-creation,LazyCompile,1,0x3c75da8bc2a0,2664,"_addListener events.js:232:22",0xe944ee0b0b0,*
timer-event-end,"V8.RecompileSynchronous",22417647
timer-event-start,"V8.External",22417767
timer-event-end,"V8.External",22417789
tick,(nil),22417812,0,(nil),3
timer-event-start,"V8.External",22417859
timer-event-end,"V8.External",22417971
timer-event-start,"V8.External",22418003
timer-event-end,"V8.External",22418037
timer-event-end,"V8.Execute",22418088
timer-event-start,"V8.Execute",22418106
timer-event-start,"V8.External",22418121
timer-event-end,"V8.External",22418132
timer-event-start,"V8.External",22418144
timer-event-end,"V8.External",22418154
timer-event-start,"V8.External",22418167
timer-event-end,"V8.External",22418177
timer-event-end,"V8.Execute",22418187
timer-event-start,"V8.Execute",22448759
tick,0x7fd9f8c53499,22448850,0,(nil),4
timer-event-start,"V8.External",22448876
timer-event-end,"V8.External",22448887
timer-event-start,"V8.External",22448895
timer-event-end,"V8.External",22448921
timer-event-end,"V8.Execute",22448952
timer-event-start,"V8.Execute",22448961
timer-event-start,"V8.External",22448967
timer-event-end,"V8.External",22448973
timer-event-start,"V8.External",22449001
timer-event-end,"V8.External",22449009
timer-event-start,"V8.External",22449014
timer-event-end,"V8.External",22449018
timer-event-start,"V8.External",22449022
timer-event-end,"V8.External",22449026
timer-event-start,"V8.External",22449030
timer-event-end,"V8.External",22449034
timer-event-start,"V8.External",22449053
timer-event-end,"V8.External",22449058
timer-event-start,"V8.External",22449064
timer-event-end,"V8.External",22449070
timer-event-end,"V8.Execute",22449076
timer-event-start,"V8.Execute",22449086
timer-event-end,"V8.Execute",22449095
timer-event-start,"V8.Execute",22449119
timer-event-start,"V8.External",22449152
timer-event-end,"V8.External",22449160
timer-event-start,"V8.External",22449165
timer-event-end,"V8.External",22449180
timer-event-end,"V8.Execute",22449195
timer-event-start,"V8.Execute",22449203
timer-event-start,"V8.External",22449208
timer-event-end,"V8.External",22449213
timer-event-start,"V8.External",22449247
timer-event-end,"V8.External",22449253
timer-event-start,"V8.External",22449258
timer-event-end,"V8.External",22449262
timer-event-start,"V8.External",22449266
timer-event-end,"V8.External",22449270
timer-event-start,"V8.External",22449274
timer-event-end,"V8.External",22449278
timer-event-start,"V8.External",22449290
timer-event-end,"V8.External",22449297
timer-event-start,"V8.External",22449302
timer-event-end,"V8.External",22449307
timer-event-end,"V8.Execute",22449312
timer-event-start,"V8.Execute",22449322
timer-event-start,"V8.External",22449349
timer-event-end,"V8.External",22449357
timer-event-start,"V8.External",22449362
timer-event-end,"V8.External",22449375
timer-event-end,"V8.Execute",22449384
timer-event-start,"V8.Execute",22449389
timer-event-start,"V8.External",22449393
timer-event-end,"V8.External",22449397
timer-event-start,"V8.External",22449410
timer-event-end,"V8.External",22449415
timer-event-start,"V8.External",22449420
timer-event-end,"V8.External",22449424
timer-event-end,"V8.Execute",22449428
timer-event-start,"V8.Execute",22449453
timer-event-start,"V8.External",22449463
timer-event-end,"V8.External",22449477
timer-event-end,"V8.Execute",22449490
timer-event-start,"V8.Execute",22449495
timer-event-start,"V8.External",22449499
timer-event-end,"V8.External",22449504
timer-event-start,"V8.External",22449511
timer-event-end,"V8.External",22449516
timer-event-start,"V8.External",22449520
timer-event-end,"V8.External",22449524
timer-event-end,"V8.Execute",22449528
timer-event-start,"V8.Execute",22449537
timer-event-end,"V8.Execute",22449542
timer-event-start,"V8.Execute",22449547
tick,0x7fd9f96e5e60,22449642,0,0x7fd9f96e5f19,0,0xb20c50,0x2cfd62168f51,0x3c75da8aa7ad,0x3c75da8488c3,0x3c75da848434,0x3c75da8a9d5e,0x3c75da8a9b28,0x3c75da8a1a80,0x3c75da8483b4,0x3c75da8a9a33
timer-event-start,"V8.External",22449717
timer-event-start,"V8.Execute",22449729
timer-event-start,"V8.External",22449757
timer-event-end,"V8.External",22449764
timer-event-start,"V8.External",22449777
timer-event-end,"V8.External",22449781
timer-event-start,"V8.External",22449790
timer-event-end,"V8.External",22449816
timer-event-end,"V8.Execute",22449836
timer-event-end,"V8.External",22449841
timer-event-start,"V8.External",22449848
timer-event-start,"V8.Execute",22449853
timer-event-start,"V8.External",22449864
timer-event-end,"V8.External",22449868
timer-event-start,"V8.External",22449876
timer-event-end,"V8.External",22449880
timer-event-start,"V8.External",22449886
timer-event-end,"V8.External",22449899
timer-event-end,"V8.Execute",22449910
timer-event-end,"V8.External",22449915
timer-event-start,"V8.External",22449921
timer-event-start,"V8.Execute",22449926
timer-event-start,"V8.External",22449935
timer-event-end,"V8.External",22449939
timer-event-start,"V8.External",22449946
timer-event-end,"V8.External",22449950
timer-event-start,"V8.External",22449956
timer-event-end,"V8.External",22449972
timer-event-end,"V8.Execute",22449982
timer-event-end,"V8.External",22449987
timer-event-start,"V8.External",22449992
timer-event-start,"V8.Execute",22449997
timer-event-start,"V8.External",22450031
timer-event-end,"V8.External",22450036
timer-event-start,"V8.External",22450042
timer-event-end,"V8.External",22450045
timer-event-start,"V8.External",22450049
timer-event-end,"V8.External",22450058
timer-event-end,"V8.Execute",22450066
timer-event-end,"V8.External",22450070
timer-event-start,"V8.External",22450074
timer-event-start,"V8.Execute",22450077
timer-event-start,"V8.OptimizeCode",22450090
timer-event-start,"V8.RecompileSynchronous",22450199
timer-event-start,"V8.CompileFullCode",22450210
timer-event-end,"V8.CompileFullCode",22450270
code-creation,LazyCompile,0,0x3c75da8bcd20,1212,"Readable.on _stream_readable.js:760:33",0x282ab98a7418,~
timer-event-start,"V8.CompileFullCode",22450495
timer-event-end,"V8.CompileFullCode",22450534
code-creation,LazyCompile,0,0x3c75da8bd1e0,476,"Readable.resume _stream_readable.js:791:37",0x282ab98a74e8,~
timer-event-start,"V8.CompileFullCode",22450634
timer-event-end,"V8.CompileFullCode",22450684
code-creation,LazyCompile,0,0x3c75da8bd3c0,396,"resume _stream_readable.js:801:16",0x282ab98a6390,~
tick,0x7fd9f8c492ad,22450707,0,(nil),2,0x1125bc0,0x3c75da8b43fc,0x2cfd6214eb5e,0x2cfd6214db42,0x1453580,0x3c75da8b207e,0x3c75da8aaf07,0x3c75da8aad21,0x2cfd62168f6b,0x3c75da8aa7ad,0x3c75da8488c3,0x3c75da848434,0x3c75da8a9d5e,0x3c75da8a9b28,0x3c75da8a1a80,0x3c75da8483b4,0x3c75da8a9a33
timer-event-end,"V8.RecompileSynchronous",22450794
timer-event-start,"V8.RecompileConcurrent",22450805
timer-event-end,"V8.OptimizeCode",22450825
timer-event-start,"V8.External",22450844
timer-event-end,"V8.External",22450849
timer-event-start,"V8.External",22450860
timer-event-end,"V8.External",22450866
timer-event-start,"V8.External",22450873
timer-event-end,"V8.External",22450893
timer-event-end,"V8.Execute",22450913
timer-event-end,"V8.External",22450921
timer-event-start,"V8.External",22450930
timer-event-start,"V8.Execute",22450936
timer-event-start,"V8.External",22450955
timer-event-end,"V8.External",22450962
timer-event-start,"V8.External",22450971
timer-event-end,"V8.External",22450976
timer-event-start,"V8.External",22450982
timer-event-end,"V8.External",22450996
timer-event-end,"V8.Execute",22451012
timer-event-end,"V8.External",22451018
timer-event-start,"V8.External",22451026
timer-event-start,"V8.Execute",22451031
timer-event-start,"V8.External",22451042
timer-event-end,"V8.External",22451047
timer-event-start,"V8.External",22451055
timer-event-end,"V8.External",22451060
timer-event-start,"V8.External",22451066
